sentiment_num,total_volume,avg_fee,total_PnL
1.0,38124.75,1.3343662,-74.818442
1.0,50811.899999999994,8.8920825,821.949278
1.0,151115.72,0.18259946613545816,1129.35587
1.0,84268.76,0.22485731097560974,277.791953
1.0,2838.09,0.1419037142857143,20.951433
1.0,3636.14,0.09789584615384615,25.35812
1.0,12834.62,0.17968424,91.510419
1.0,29464.51,0.08379475268817205,192.906947
1.0,21466.86,0.07682979999999999,562.808208
1.0,24243.41,0.1402443962264151,52.211438
1.0,97351.88,1.1749357586206897,129.13883900000002
1.0,46587.93,0.27728920754716985,31.266804999999998
1.0,373279.92,1.0563269349593496,4320.631811
1.0,193407.96,0.2516591220472441,-21886.531493
1.0,132577.22,0.4227816455696202,6632.757115
1.0,139868.66,1.2565830967741936,10258.592609
1.0,718350.25,3.223366012820513,3369.958346
1.0,25235.079999999998,0.8029342727272727,0.0
1.0,368380.12,3.3929743421052634,10599.502375
1.0,263314.79,2.68641032,282.57636
1.0,417071.12,2.276258081967213,4887.656944
1.0,207990.8,0.3453602564102564,57478.456026
1.0,176264.49,0.7659637375,773.5582039999999
1.0,1792.12,0.035842399999999996,0.0
0.0,103099.08,0.7364214489795918,4869.353105
0.0,130486.95,1.5185337333333335,0.0
0.0,280095.11,6.137269746666667,6150.326145
0.0,430568.01,4.5209858,0.0
0.0,272289.89,2.97283490625,0.0
0.0,2490.17,14.34809,108.87217799999999
0.0,498.75,0.004987500000000001,61.428942
0.0,497.64,0.0156,0.0
0.0,2736.45,0.026504533333333337,648.984412
0.0,687900.21,4.2993757142857145,11977.734907
0.0,169887.02,3.1294969999999998,1876.812082
0.0,89582.97,1.6502120526315789,1412.314654
0.0,139189.19,2.865659411764706,2913.617837
0.0,84001.13,4.200055571428572,0.0
1.0,144000.57,2.290917318181818,0.0
1.0,626005.53,0.5886094387464388,1859.269477
1.0,649704.85,3.7899444,3803.884311
1.0,150269.42,2.2867081739130435,2155.891114
1.0,244362.21,0.30360307518797,2299.169566
1.0,234307.46,0.14447174107142854,-2960.716887
1.0,304213.8,0.6328541298701299,1517.119876
1.0,358526.54,0.16011655675675676,89890.302206
1.0,69207.93,0.6118586555555555,625.561479
1.0,528555.31,2.8741784102564103,916.7382600000001
1.0,548587.65,1.3589935197368421,2766.513113
1.0,905199.75,5.558243754385964,6400.623656
1.0,43254.68,0.946195125,587.29903
1.0,327199.14,2.9364021538461538,330.80445399999996
1.0,36006.47,2.1003773333333333,0.0
1.0,84506.54,0.6878434186046513,765.690884
1.0,396320.37,2.3098486031746033,782.3681909999999
0.0,290532.86,2.936570432432432,464.1897
0.0,1207744.07,3.5110412204724413,-122672.000883
0.0,420495.4,2.533989475,-13013.665169
0.0,2492.77,0.11370314545454546,188.789255
0.0,11339.29,0.5691271352272728,0.0
0.0,44230.21,1.7054702916666666,847.7766200000001
0.0,54167.32,0.7514978124999999,858.6705000000001
0.0,20797.87,0.7796903043478259,212.08102
0.0,66710.03,1.8597242399999998,2168.9015130000003
0.0,1522.3700000000001,1.3752175,0.0
0.0,166382.84,2.3196554857142857,825.230544
0.0,30248.96,0.5698846333333333,-288.283113
0.0,62804.48,1.4654371333333336,307.201888
0.0,100315.03,4.38878225,339.69958299999996
0.0,49914.8,1.4558478333333333,192.602844
0.0,104990.41,0.2534247103448276,656.200925
0.0,63509.56,2.2228342,1005.30527
1.0,34999.67,1.7499831428571428,0.0
1.0,92611.27,5.383821999999999,231.236918
0.0,71160.06999999999,2.767336222222222,1333.359645
0.0,9995.85,3.498547,0.0
0.0,37233.24,2.1718626666666663,256.464
0.0,107507.43000000001,1.1751563235294118,10.882801
0.0,12359.68,0.36048841666666664,137.433093
0.0,30000.42,5.250074,0.0
0.0,131480.97,1.8697125588235293,1065.785132
0.0,0.84,0.0,0.0
0.0,0.11,0.0,0.0
0.0,4014.4300000000003,17.45395,0.0
0.0,2547.28,2.4301333333333335,-219.729659
0.0,0.54,0.0,0.0
1.0,52754.130000000005,1.9738529999999999,0.0
1.0,126097.04,0.669701982142857,0.0
1.0,29199.21,0.7007800000000001,0.0
1.0,214669.85,0.6192224150943396,2710.626288
0.0,99954.34,8.746004249999999,0.0
0.0,132935.69,5.169721222222223,100.375782
0.0,0.34,0.0,0.0
0.0,300024.33999999997,6.563031875,0.0
0.0,488904.19,6.581392076923077,8885.327477
1.0,81173.36,4.058667571428571,1170.2260760000001
1.0,80229.17,2.5527458181818186,219.480876
1.0,140531.75,5.465123,36.11496
1.0,120331.43000000001,7.019333,333.219141
1.0,99996.86,8.749725250000001,0.0
1.0,176447.86000000002,0.6172651979166667,389.155797
1.0,324117.99,0.6350175895953757,2464.915564
1.0,60000.36,7.000041333333333,0.0
1.0,210006.07,4.083450611111111,-46.489941
1.0,427883.18,4.794730466666667,13235.862071
1.0,90664.41,7.933135,666.6623079999999
1.0,121495.25,3.2517953846153844,167.28016200000002
1.0,613267.8099999999,4.049881396226415,801.170876
1.0,40000.0,6.9999985,0.0
1.0,129055.66,6.734025333333334,0.0
1.0,451811.97,4.392616111111112,2799.410474
1.0,200627.23,7.021952400000001,678.4759280000001
1.0,123906.9,2.8911606666666665,2817.83723
1.0,3471019.22,1.7171061684119107,-92624.643895
1.0,2194098.33,0.3386643980835381,319051.554217
1.0,7681274.71,0.486671344766881,254969.660039
1.0,4382875.12,0.40475407324806667,150022.163157
1.0,3087320.22,0.4303060006847545,352197.163973
1.0,6771878.26,0.5116731770643375,-29430.626577
1.0,1767036.11,1.1443267462426037,14813.780116
1.0,347889.35,0.3198018375961538,756.6570469999998
1.0,347913.0,0.3405986407692308,2672.811035
1.0,281555.01,0.30067386726708073,940.673623
1.0,344628.54,0.35879282139303487,2884.067927
1.0,1073865.73,0.9371918436842105,9009.738137
1.0,877164.62,0.8709686638235294,5445.01281
1.0,282582.1,0.3292123146875,-9528.065345
1.0,774674.84,0.4879215878947369,8716.519087
1.0,771208.99,0.41535007246062994,6028.486793
1.0,1826029.6199999999,0.6299514043126685,2553.537968
1.0,451943.57,0.5830192927615063,3187.719363
1.0,3177275.18,0.6707535229836381,130117.090554
1.0,1020733.25,0.5278041751532567,46975.928902
1.0,1658098.71,1.747872711484099,2269.080536
1.0,2258459.17,1.0167487586378738,5742.241803
1.0,2936648.0100000002,2.1154414823039214,9655.429352
1.0,876581.97,0.8748765435636364,16069.512355
1.0,1801599.8900000001,1.923629194082397,14819.5883
1.0,1201173.66,0.8475790559423504,40823.466668
1.0,1508028.31,0.5255616654980595,41331.765392
1.0,579412.17,0.2504222582931727,17979.613973
1.0,1897513.41,0.6731001594395605,23421.01147
1.0,3014397.17,0.8197292556044986,23097.471385
1.0,1363746.44,0.45027978216088327,32300.205017
1.0,5661092.29,0.897742296595906,162854.759623
0.0,22592901.37,1.2569603462436976,348871.326269
1.0,15678409.27,1.5341475174920383,416876.88812
0.0,3460263.54,0.4843105238451444,22450.002091
0.0,839734.97,0.1912631064,586.703253
0.0,3624958.44,0.5527135456692913,63908.49465
0.0,3263930.24,0.505868809331374,14985.794701
1.0,3972159.88,0.4429889555632675,119693.49395
0.0,19414984.36,0.5101849286439322,204762.177034
0.0,6460848.74,3.6310092894924813,66914.320708
0.0,8244590.38,0.7021349813900135,616413.032233
0.0,6765324.96,1.7192331095526316,16101.125561
0.0,19854275.48,1.9265286233816614,150236.061627
0.0,892083.51,0.393837,24700.773359
0.0,10419697.99,1.6716342663853727,19773.457395
0.0,18618139.15,0.9219792268069555,288105.984215
0.0,8047187.16,0.5400394004162896,68646.160089
0.0,10187921.51,4.608458494679245,-7910.943544999999
0.0,3592895.05,0.8779782695434782,26163.906513
0.0,4050655.47,1.0287003968824942,72322.788824
0.0,4598813.57,0.48665637159950376,29374.682341
0.0,2543903.39,0.9075367948853869,6951.270374
0.0,971809.42,0.5024949569532711,12498.535254
0.0,2593519.67,1.3360537226621925,14047.421585
0.0,3240279.46,0.9095848653503186,58825.359221
0.0,1483092.61,0.5347299382554945,21337.179335
0.0,3668151.83,0.4434237141605069,12098.872931
0.0,2850874.96,1.3363939318133804,15795.11514
0.0,2164772.4699999997,0.973740668909091,6978.184557
0.0,704445.1900000001,0.8486249730208333,-2202.6622420000003
0.0,3867930.6,1.0977909274163569,202212.740938
0.0,8670233.15,0.7649421354118993,-2365.961276
0.0,3835545.73,0.6572825545290881,-25515.678949999998
0.0,1267564.22,0.7835009555555555,35907.33771
0.0,3551252.06,0.5901106036579199,47053.449272
0.0,28741953.29,3.229222614377997,158261.822261
0.0,11319327.07,1.983977261031113,126406.479081
0.0,55914617.49,5.461164710505927,410419.694533
0.0,13079972.98,2.273210919738202,45680.443063
0.0,20752168.24,1.6506673380990273,72357.706282
0.0,36502715.9,3.7298618813992537,58631.730257
0.0,2604551.51,0.5035972230067896,5427.919886
0.0,24610650.46,2.4642702913252377,4880.4047439999995
0.0,32706462.71,2.32614010505743,71950.577495
0.0,12126094.05,0.9522349183177599,25060.341936
0.0,42104054.84,3.699703762444703,34369.267906999994
1.0,30682443.79,1.1920897616301347,-419020.225731
1.0,35088918.64,3.30040336914664,50704.395965
1.0,27749455.78,3.8107037233745915,20218.859206
1.0,11948127.77,2.3450988094783374,-4125.753942
1.0,487537.69,0.16595481500356082,2702.067468
1.0,34089511.66,2.295717916697771,125749.613427
1.0,12693878.85,2.6506592748207547,14003.797269
